year,country,ID,lnREN,Gen-1,lnGDP,lnENG-CST,lnTech-1,,,
2001,Finland,11,4.114403803,0.947,4.58556382,2.034515393,2.953027617,,,
2002,Finland,11,4.103240481,0.947,4.591862419,2.071898876,3.079441542,,,
2003,Finland,11,4.056827373,0.942,4.599443427,2.246181812,3.064327904,,,
2004,Finland,11,4.146735147,0.942,4.615182365,2.239649734,2.953027617,,,
2005,Finland,11,4.157425863,0.944,4.625603701,2.221506449,3.173614712,,,
2006,Finland,11,4.145013976,0.945,4.641085253,2.240353221,3.089391873,,,
2007,Finland,11,4.156574799,0.946,4.661663259,2.22221406,3.306577114,,,
2008,Finland,11,4.247268899,0.946,4.663032955,2.281482729,3.525728644,,,
2009,Finland,11,4.175968324,0.945,4.624392461,2.37404268,3.528923535,,,
2010,Finland,11,4.235142797,0.946,4.636026778,2.395347237,3.729811693,,,
2011,Finland,11,4.25347047,0.946,4.644938381,2.471054292,3.803360381,,,
2012,Finland,11,4.378951773,0.946,4.636760022,2.443357764,3.751748056,,,
2013,Finland,11,4.385745277,0.945,4.630824763,2.41829435,3.646883766,,,
2014,Finland,11,4.405189403,0.945,4.627441749,2.396190559,3.682390454,,,
2015,Finland,11,4.475995592,0.945,4.628365733,2.38108904,3.616665639,,,
2016,Finland,11,4.453789832,0.945,4.639159251,2.381758209,3.604909442,,,
2017,Finland,11,4.514823642,0.945,4.65178772,2.390379447,3.610804817,,,
2018,Finland,11,4.520164901,0.948,4.656133002,2.406658574,3.569554124,,,
2019,Finland,11,4.553059731,0.948,4.660941236,2.455241477,3.564179831,,,
2020,Finland,11,4.585738695,0.946,4.650633268,2.26669615,3.368026332,,,
2021,Finland,11,4.659450643,0.943,4.662457215,2.265121555,3.363793074,,,
2022,Finland,11,4.495555593,0.945,4.640733204,2.26286295,3.315412469,,,
1990,France,12,2.916922612,0.879,4.513826118,2.767537868,2.793424749,,,
1991,France,12,2.981001469,0.879,4.505401525,2.735544968,2.884034745,,,
1992,France,12,3.036011984,0.883,4.510172215,2.730819041,2.958685341,,,
1993,France,12,2.975468951,0.881,4.505592055,2.745376023,2.948763218,,,
1994,France,12,3.0255132,0.881,4.514139829,2.73506888,2.908059925,,,
1995,France,12,2.972691172,0.881,4.521665457,2.705525542,2.818076778,,,
1996,France,12,2.928618652,0.881,4.526260167,2.708501535,2.943048917,,,
1997,France,12,2.896119485,0.898,4.534791288,2.631333911,2.909542505,,,
1998,France,12,2.857859271,0.907,4.548539399,2.585370327,2.834180185,,,
1999,France,12,2.891604804,0.909,4.560952457,2.560596877,2.854734268,,,
2000,France,12,2.832581464,0.911,4.574729052,2.515705137,2.871802177,,,
2001,France,12,2.85159947,0.911,4.580135461,2.498444432,2.827769907,,,
2002,France,12,2.749199855,0.916,4.581916906,2.490106474,2.915450942,,,
2003,France,12,2.754403683,0.916,4.582435423,2.48783474,3.131796772,,,
2004,France,12,2.756132292,0.916,4.591392654,2.485319668,3.111424588,,,
2005,France,12,2.752672081,0.916,4.595319492,2.457261218,3.116255515,,,
2006,France,12,2.745715531,0.916,4.602837659,2.45843744,3.231089091,,,
2007,France,12,2.83736998,0.928,4.610593417,2.445804608,3.387844937,,,
2008,France,12,2.950186706,0.932,4.609309624,2.454482183,3.415913778,,,
2009,France,12,3.002830439,0.932,4.594449348,2.510167984,3.549445171,,,
2010,France,12,3.07819076,0.933,4.600720736,2.580707776,3.580974119,,,
2011,France,12,2.944480556,0.933,4.608039373,2.623447723,3.644755351,,,
2012,France,12,3.105352923,0.939,4.60729586,2.660615547,3.700689847,,,
2013,France,12,3.208274414,0.942,4.607586257,2.718259426,3.652537491,,,
2014,France,12,3.17588744,0.942,4.608161544,2.746935796,3.605648267,,,
2015,France,12,3.188295947,0.94,4.611425146,2.78815706,3.595254707,,,
2016,France,12,3.277267285,0.942,4.615009148,2.794572338,3.511223958,,,
2017,France,12,3.257587727,0.943,4.623581915,2.791887302,3.566486637,,,
2018,France,12,3.339880878,0.947,4.630040193,2.79689462,3.588515632,,,
2019,France,12,3.362739016,0.944,4.636479471,2.809432665,3.528923535,,,
2020,France,12,3.472327868,0.93,4.600096784,2.712109739,3.375473035,,,
2021,France,12,3.454447442,0.93,4.627582028,2.761790258,3.39078826,,,
2022,France,12,3.40965315,0.931,4.618164422,2.759094288,3.39078826,,,
1990,Germany,13,1.412109651,0.918,4.533431529,2.915694768,3.201659174,,,
1991,Germany,13,1.385262401,0.918,4.551904062,2.872878745,3.221375038,,,
1992,Germany,13,1.463734016,0.918,4.556874428,2.834869622,3.249184316,,,
1993,Germany,13,1.494696242,0.923,4.549756245,2.835063443,3.295560478,,,
1994,Germany,13,1.553885113,0.928,4.558515495,2.818802664,3.247072383,,,
1995,Germany,13,1.576613364,0.929,4.563893943,2.801047766,3.1690537,,,
1996,Germany,13,1.570979547,0.929,4.566122234,2.71981218,3.143589362,,,
1997,Germany,13,1.727548607,0.93,4.573201146,2.686641132,3.186051277,,,
1998,Germany,13,1.806475866,0.95,4.581794859,2.664403619,3.172476408,,,
1999,Germany,13,1.867100488,0.951,4.589634093,2.605518766,3.228938553,,,
2000,Germany,13,1.982078472,0.956,4.601514066,2.470737374,3.273156282,,,
2001,Germany,13,2.022450928,0.956,4.608025237,2.520127447,3.287471455,,,
2002,Germany,13,2.156881197,0.953,4.606434574,2.552798192,3.283402274,,,
2003,Germany,13,2.403642999,0.953,4.603142856,2.638540874,3.224623552,,,
2004,Germany,13,2.547562509,0.953,4.608310651,2.654561807,3.23644529,,,
2005,Germany,13,2.701105101,0.955,4.61172352,2.715088948,3.274185618,,,
2006,Germany,13,2.870262531,0.955,4.628479458,2.757719963,3.396985768,,,
2007,Germany,13,3.068127782,0.954,4.641798124,2.857018821,3.451866796,,,
2008,Germany,13,3.094330154,0.955,4.646772769,2.901819831,3.606386547,,,
2009,Germany,13,3.157559321,0.955,4.622413297,3.005473454,3.687847494,,,
2010,Germany,13,3.233235015,0.953,4.640862396,3.013006557,3.737609003,,,
2011,Germany,13,3.32238772,0.953,4.665633797,3.045883724,3.753660712,,,
2012,Germany,13,3.430978308,0.953,4.666632249,3.064662831,3.727852828,,,
2013,Germany,13,3.439734931,0.958,4.667343385,3.150660314,3.660958594,,,
2014,Germany,13,3.478217662,0.958,4.675024452,3.151050374,3.650421088,,,
2015,Germany,13,3.536866389,0.959,4.677696175,3.14128412,3.626840146,,,
2016,Germany,13,3.528125769,0.959,4.683768791,3.129601384,3.634044788,,,
2017,Germany,13,3.589266665,0.959,4.693632607,3.122663747,3.676215478,,,
2018,Germany,13,3.636196097,0.957,4.696568067,3.081144683,3.702032129,,,
2019,Germany,13,3.697999865,0.959,4.700153406,3.111653844,3.590017134,,,
2020,Germany,13,3.795450391,0.954,4.683439348,3.045219171,3.616855541,,,
2021,Germany,13,3.749831735,0.955,4.694865961,3.043925297,3.598793215,,,
2022,Germany,13,3.243906701,0.953,4.661467993,3.040804907,3.617352036,,,
1990,Greece,14,2.638996715,0.87,4.361256843,2.967443142,3.623943692,,,
1991,Greece,14,2.738710248,0.87,4.369302708,2.919124086,3.777576264,,,
1992,Greece,14,2.656321498,0.867,4.36901481,2.913573621,2.291983682,,,
1993,Greece,14,2.684545385,0.874,4.359455261,2.795441815,4.140265424,,,
1994,Greece,14,2.677096561,0.874,4.365880731,2.709858247,3.68716699,,,
1995,Greece,14,2.736951233,0.874,4.372875933,2.71271515,3.989211057,,,
1996,Greece,14,2.769854634,0.875,4.38321789,2.679367668,3.046401688,,,
1997,Greece,14,2.726331664,0.889,4.400126121,2.638701565,3.61958322,,,
1998,Greece,14,2.669591835,0.889,4.414313722,2.626186717,3.283402274,,,
1999,Greece,14,2.729884066,0.889,4.425791395,2.579149776,2.778336449,,,
2000,Greece,14,2.682688374,0.897,4.440713291,2.50199201,3.069391206,,,
2001,Greece,14,2.591273942,0.895,4.456038215,2.513729413,3.212660385,,,
2002,Greece,14,2.635105659,0.895,4.471157147,2.520057676,2.850028377,,,
2003,Greece,14,2.704748092,0.895,4.494583804,2.526902214,3.071913275,,,
2004,Greece,14,2.704748092,0.909,4.514951313,2.523994533,2.637053079,,,
2005,Greece,14,2.726331664,0.909,4.516271941,2.533769784,3.72719902,,,
2006,Greece,14,2.809926773,0.91,4.538847092,2.564203398,3.922623802,,,
2007,Greece,14,2.759580571,0.912,4.5517311,2.596926595,3.788708104,,,
2008,Greece,14,2.750937475,0.916,4.549119917,2.655891089,2.986503546,,,
2009,Greece,14,2.874874376,0.919,4.528886119,2.691256332,3.697326238,,,
2010,Greece,14,3.069391206,0.922,4.503856299,2.722482933,3.797890905,,,
2011,Greece,14,3.104134154,0.922,4.458020334,2.72151994,3.956991445,,,
2012,Greece,14,3.242835089,0.925,4.428446791,2.881077468,3.414126468,,,
2013,Greece,14,3.435366204,0.924,4.4205292,3.000166025,3.662355242,,,
2014,Greece,14,3.378619779,0.927,4.425483028,3.055423703,3.386006701,,,
2015,Greece,14,3.501435952,0.927,4.427492114,3.049536142,3.211565695,,,
2016,Greece,14,3.474014209,0.923,4.427177644,3.023172228,3.603430152,,,
2017,Greece,14,3.428336298,0.933,4.432753693,3.04401902,3.282382386,,,
2018,Greece,14,3.530517161,0.911,4.440821113,2.958449211,3.295560478,,,
2019,Greece,14,3.54709867,0.913,4.449385668,3.007297726,2.960094784,,,
2020,Greece,14,3.702032129,0.913,4.409339915,2.999878831,2.846152953,,,
2021,Greece,14,3.806386102,0.919,4.446200443,2.998444692,2.834164211,,,
2022,Greece,14,3.614340074,0.918,4.434431613,3.001491701,2.823468063,,,
1990,Hungary,15,1.951657876,0.909,4.219639268,3.045622267,2.989243274,,,
1991,Hungary,15,2.068153081,0.911,4.203966595,2.972353336,3.658859957,,,
1992,Hungary,15,2.153731588,0.904,4.190620758,2.815166357,3.309560707,,,
1993,Hungary,15,2.156881197,0.911,4.18860679,2.656573928,3.522523513,,,
1994,Hungary,15,2.193922468,0.911,4.201815375,2.537116357,3.002830439,,,
1995,Hungary,15,2.211940974,0.909,4.208841336,2.732377376,3.542389085,,,
1996,Hungary,15,2.172482137,0.907,4.209945075,2.749144423,2.913977102,,,
1997,Hungary,15,2.172482137,0.882,4.224260799,2.892761437,3.53449015,,,
1998,Hungary,15,2.178654996,0.871,4.241886263,2.946582342,2.842135677,,,
1999,Hungary,15,2.196948189,0.871,4.256253385,2.970749411,2.187843422,,,
2000,Hungary,15,2.199964783,0.872,4.276411478,2.933201538,2.764730797,,,
2001,Hungary,15,2.220829921,0.872,4.294749858,2.896066865,3.317473705,,,
2002,Hungary,15,2.232560261,0.873,4.31610439,2.878759095,3.340843805,,,
2003,Hungary,15,2.244154594,0.873,4.334691744,2.980468742,2.972691172,,,
2004,Hungary,15,2.291983682,0.871,4.356862073,3.062232982,2.921324674,,,
2005,Hungary,15,2.795087259,0.869,4.375986061,3.095706854,3.085672091,,,
2006,Hungary,15,2.81319475,0.864,4.393470258,3.123051558,2.962907725,,,
2007,Hungary,15,2.932969638,0.874,4.395346141,3.167907401,3.586259144,,,
2008,Hungary,15,3.004179057,0.874,4.400445077,3.228090347,3.277267285,,,
2009,Hungary,15,3.297572551,0.876,4.371474615,3.295111724,3.543961413,,,
2010,Hungary,15,3.349468679,0.848,4.377105271,3.250020106,3.496505786,,,
2011,Hungary,15,3.409644165,0.848,4.386930905,3.184384512,3.57184858,,,
2012,Hungary,15,3.480731278,0.848,4.383147439,3.189374687,3.396985768,,,
2013,Hungary,15,3.566486637,0.851,4.392101896,2.950109655,3.202764758,,,
2014,Hungary,15,3.48490665,0.855,4.411273984,2.872878339,3.134166441,,,
2015,Hungary,15,3.484072969,0.855,4.42811632,2.850070307,3.54474665,,,
2016,Hungary,15,3.466403178,0.856,4.43885281,2.803830135,3.054123734,,,
2017,Hungary,15,3.410542234,0.854,4.45817506,2.754493269,3.391511302,,,
2018,Hungary,15,3.351375257,0.848,4.481411094,2.741765115,3.131796772,,,
2019,Hungary,15,3.3580198,0.841,4.502208415,2.71430725,2.940179474,,,
2020,Hungary,15,3.418588769,0.852,4.482930724,2.834868223,2.664285881,,,
2021,Hungary,15,3.426571073,0.853,4.514577767,2.838554546,2.677152634,,,
2022,Hungary,15,2.990118404,0.849,4.486875674,2.810442331,2.644843666,,,
1990,Iceland,16,5.267737488,0.881,4.517318513,2.754885365,1.70547093,,,
1991,Iceland,16,5.278885876,0.895,4.511305699,2.694482158,1.654718154,,,
1992,Iceland,16,5.251917949,0.894,4.490945973,2.659542586,3.536866389,,,
1993,Iceland,16,5.247494742,0.894,4.492182295,2.657844151,1.654718154,,,
1994,Iceland,16,5.248495242,0.894,4.503822811,2.618446663,1.645845907,,,
1995,Iceland,16,5.25830412,0.897,4.501974426,2.573149867,2.492904096,,,
1996,Iceland,16,5.23757873,0.901,4.519020059,2.548018026,2.420695788,,,
1997,Iceland,16,5.25177557,0.901,4.53983144,2.532115116,2.477048724,,,
1998,Iceland,16,5.276110409,0.901,4.566034596,2.49033859,2.70837786,,,
1999,Iceland,16,5.324397522,0.911,4.577960539,2.431128548,1.058268908,,,
2000,Iceland,16,5.348469851,0.921,4.593154097,2.559253561,2.508511994,,,
2001,Iceland,16,5.34497357,0.92,4.604459991,2.635797287,1.492498707,,,
2002,Iceland,16,5.342375829,0.92,4.60302024,2.631593412,2.040276712,,,
2003,Iceland,16,5.345103281,0.919,4.609207961,2.566742622,2.360976553,,,
2004,Iceland,16,5.329284923,0.919,4.638020665,2.513088653,2.427916036,,,
2005,Iceland,16,5.334935027,0.919,4.656966115,2.731068872,2.510721939,,,
2006,Iceland,16,5.385395952,0.918,4.673371152,2.776241974,3.012232792,,,
2007,Iceland,16,5.428194316,0.919,4.697633711,2.811081976,2.688249093,,,
2008,Iceland,16,5.463606622,0.919,4.699063975,3.003039064,1.09531018,,,
2009,Iceland,16,5.475289265,0.927,4.662937555,3.061384014,3.016235466,,,
2010,Iceland,16,5.482663511,0.93,4.651080889,3.0928095,3.174751721,,,
2011,Iceland,16,5.497028027,0.926,4.657705469,3.107522934,2.589235205,,,
2012,Iceland,16,5.496136265,0.926,4.659975971,3.204438664,2.818076778,,,
2013,Iceland,16,5.495578509,0.922,4.675213116,3.106624797,0.959178005,,,
2014,Iceland,16,5.489647095,0.928,4.677655854,3.435323224,1.788420568,,,
2015,Iceland,16,5.481079801,0.925,4.691970576,3.186137926,1.990610328,,,
2016,Iceland,16,5.469808548,0.928,4.712499608,3.154695569,2.536074936,,,
2017,Iceland,16,5.483567364,0.926,4.720155664,3.12341504,1.981001469,,,
2018,Iceland,16,5.488411625,0.926,4.729251235,3.167329263,0.763745429,,,
2019,Iceland,16,5.488299234,0.923,4.730074073,3.258095625,2.009555414,,,
2020,Iceland,16,5.493903374,0.92,4.692239099,3.061332541,0.528861986,,,
2021,Iceland,16,5.48739965,0.931,4.703828109,3.319093017,0.911077165,,,
2022,Iceland,16,5.355060032,0.935,4.603652727,2.811717669,0.914168481,,,
1990,Ireland,17,1.524728529,0.837,4.412693509,2.738715277,0.850150929,,,
1991,Ireland,17,1.518793793,0.837,4.41853578,2.73438268,1.291983682,,,
1992,Ireland,17,1.494696242,0.86,4.42928496,2.706947894,2.086913557,,,
1993,Ireland,17,1.470003629,0.86,4.438435858,2.689472089,1.470175845,,,
1994,Ireland,17,1.500775288,0.88,4.46130865,2.660210026,0.444685821,,,
1995,Ireland,17,1.371563556,0.88,4.499394385,2.625459245,1.795087259,,,
1996,Ireland,17,1.392042088,0.881,4.527337524,2.623117588,1.5518088,,,
1997,Ireland,17,1.412109651,0.879,4.568191277,2.619052799,1.702928256,,,
1998,Ireland,17,1.598836501,0.879,4.600114125,2.590792503,1.756132292,,,
1999,Ireland,17,1.512823626,0.879,4.639094352,2.587058155,1.867176109,,,
2000,Ireland,17,1.530628251,0.879,4.672602455,2.532539926,1.547562509,,,
2001,Ireland,17,1.488580015,0.879,4.688496351,2.554931562,1.029619417,,,
2002,Ireland,17,1.593326845,0.884,4.705558145,2.617913017,0.862889955,,,
2003,Ireland,17,1.512823626,0.884,4.711563787,2.695578562,1.710187816,,,
2004,Ireland,17,1.667829373,0.884,4.733016445,2.710726912,1.704748092,,,
2005,Ireland,17,1.920282753,0.884,4.747839055,2.75798792,1.58514522,,,
2006,Ireland,17,2.057790294,0.887,4.758690679,2.788930876,1.940179474,,,
2007,Ireland,17,2.160020917,0.882,4.766740155,2.862531696,1.954445052,,,
2008,Ireland,17,2.353254507,0.882,4.736108418,2.912598442,2.345644582,,,
2009,Ireland,17,2.528227857,0.882,4.708739493,2.929483117,1.91102289,,,
2010,Ireland,17,2.530394705,0.89,4.713945516,2.850473717,2.198335072,,,
2011,Ireland,17,2.803358605,0.894,4.715637046,2.872135462,2.111424588,,,
2012,Ireland,17,2.809926773,0.9,4.713831209,2.969532507,2.073171929,,,
2013,Ireland,17,2.893111963,0.903,4.71671442,3.017692558,2.005525859,,,
2014,Ireland,17,3.039920784,0.907,4.749855305,3.019910064,1.969905655,,,
2015,Ireland,17,3.112634509,0.909,4.840631511,2.993078583,2.02287119,,,
2016,Ireland,17,3.065596135,0.923,4.844486433,2.925164844,1.749199855,,,
2017,Ireland,17,3.259677592,0.924,4.877114437,2.91194033,1.752672081,,,
2018,Ireland,17,3.337952237,0.924,4.906846142,2.927982498,1.971299383,,,
2019,Ireland,17,3.447550863,0.924,4.92412767,2.935425187,1.840549633,,,
2020,Ireland,17,3.560323289,0.924,4.945279857,2.889061688,0.768811084,,,
2021,Ireland,17,3.442347035,0.918,4.997655267,2.890724943,0.756685201,,,
2022,Ireland,17,3.30083356,0.927,4.930831104,2.888186731,0.772882149,,,
1990,Israel,18,2.147402453,0.835,4.343008386,2.501749412,1.625311262,,,
1991,Israel,18,2.202972304,0.835,4.349207763,2.467742625,2.037316615,,,
1992,Israel,18,2.118414916,0.845,4.366621847,2.457172784,1.834180185,,,
1993,Israel,18,2.121677562,0.845,4.37260789,2.43781654,1.733423892,,,
1994,Israel,18,2.101940079,0.845,4.392488547,2.463630563,2.1690537,,,
1995,Israel,18,2.10856262,0.845,4.408701497,2.462876543,1.613429934,,,
1996,Israel,18,2.128171091,0.838,4.422874352,2.426752343,1.5518088,,,
1997,Israel,18,2.131402111,0.838,4.428181786,2.423877943,1.488399584,,,
1998,Israel,18,2.153731588,0.838,4.43526035,2.375430034,1.444563269,,,
1999,Israel,18,2.184789985,0.854,4.438394078,2.388392896,1.490654376,,,
2000,Israel,18,2.199964783,0.854,4.463044166,2.409132642,1.311031877,,,
2001,Israel,18,2.199964783,0.86,4.454272586,2.399640746,1.458615023,,,
2002,Israel,18,2.266947603,0.86,4.445023199,2.487955267,1.576914721,,,
2003,Israel,18,2.269760545,0.869,4.443194277,2.548323823,1.252762968,,,
2004,Israel,18,2.345472367,0.869,4.455816896,2.585953575,1.638996715,,,
2005,Israel,18,2.388791241,0.869,4.465750656,2.661837464,1.483874689,,,
2006,Israel,18,2.305626458,0.864,4.481666598,2.605869137,1.771556762,,,
2007,Israel,18,2.302912752,0.867,4.49939521,2.587390351,2.061786606,,,
2008,Israel,18,2.558144618,0.867,4.505577412,2.668188932,2.327277706,,,
2009,Israel,18,2.609437912,0.876,4.49901712,2.603398455,2.218115936,,,
2010,Israel,18,2.613429934,0.878,4.515028796,2.48965997,2.134166441,,,
2011,Israel,18,2.60743591,0.875,4.530501806,2.499564504,2.276241118,,,
2012,Israel,18,1.476234179,0.876,4.533580408,2.608971589,2.243896097,,,
2013,Israel,18,1.662687973,0.878,4.544244952,2.637033531,2.004179057,,,
2014,Israel,18,1.850150929,0.878,4.552604101,2.618177052,1.998773639,,,
2015,Israel,18,1.854415328,0.883,4.554659452,2.520374081,1.948763218,,,
2016,Israel,18,1.940007258,0.884,4.565354236,2.451942305,2.125847914,,,
2017,Israel,18,1.989541194,0.883,4.575122696,2.484617991,2.094330154,,,
2018,Israel,18,1.947789399,0.885,4.584082791,2.486728154,1.854734268,,,
2019,Israel,18,2.294727168,0.876,4.593473814,2.486703489,1.706564623,,,
2020,Israel,18,2.497388409,0.887,4.577673522,2.490455393,1.537340226,,,
2021,Israel,18,2.623340818,0.895,4.606540756,2.494989141,1.525512677,,,
2022,Israel,18,2.368283128,0.88,4.570309708,2.500858125,1.524881701,,,
1990,Italy,19,2.486139696,0.831,4.525587789,2.83217707,1.871802177,,,
1991,Italy,19,2.609437912,0.889,4.531917588,2.895088876,1.785070481,,,
1992,Italy,19,2.669591835,0.873,4.535230807,2.903683891,1.680827909,,,
1993,Italy,19,2.680827909,0.886,4.531245741,2.890284337,1.877937165,,,
1994,Italy,19,2.728109442,0.904,4.540400058,2.934930508,1.798404012,,,
1995,Italy,19,2.578978705,0.904,4.552752999,2.908512719,1.701105101,,,
1996,Italy,19,2.658228077,0.895,4.55809797,2.886986963,1.652497402,,,
1997,Italy,19,2.680827909,0.895,4.56574478,2.86806194,1.667706821,,,
1998,Italy,19,2.69744879,0.895,4.573412856,2.869372049,1.719188776,,,
1999,Italy,19,2.759580571,0.895,4.580343475,2.804885734,1.627277831,,,
2000,Italy,19,2.774952351,0.895,4.596289462,2.895850212,1.761300262,,,
2001,Italy,19,2.793424749,0.892,4.60441669,3.041445907,1.915450942,,,
2002,Italy,19,2.83736998,0.892,4.604658835,3.019963739,1.83736998,,,
2003,Italy,19,2.961502244,0.892,4.602913518,3.04255373,2.074429,,,
2004,Italy,19,2.958685341,0.892,4.605818675,2.994848053,1.982379829,,,
2005,Italy,19,3.024193067,0.896,4.606821349,3.032498058,1.95160817,,,
2006,Italy,19,3.116255515,0.911,4.612791589,3.167601599,2.054123734,,,
2007,Italy,19,3.22028985,0.916,4.616560159,3.188092606,2.213753879,,,
2008,Italy,19,3.38416508,0.92,4.609012257,3.093817185,2.35612586,,,
2009,Italy,19,3.517696473,0.919,4.582931879,3.124090707,2.474014209,,,
2010,Italy,19,3.532108251,0.919,4.588389035,3.096895568,2.406945108,,,
2011,Italy,19,3.527327366,0.92,4.589946699,3.099176823,2.430978308,,,
2012,Italy,19,3.694627181,0.923,4.575616153,3.182546637,2.49732917,,,
2013,Italy,19,3.831447079,0.925,4.56667832,3.201660476,2.371177884,,,
2014,Italy,19,3.893699548,0.926,4.566593033,3.210552684,2.333114298,,,
2015,Italy,19,3.846071499,0.926,4.5706166,3.197856768,2.366498419,,,
2016,Italy,19,3.846652051,0.926,4.577023589,3.196329455,2.351375257,,,
2017,Italy,19,3.836736542,0.934,4.585024072,3.124027525,2.364620484,,,
2018,Italy,19,3.874693945,0.926,4.589932296,3.126137687,2.277267285,,,
2019,Italy,19,3.897568025,0.935,4.593101563,3.126113022,2.264883226,,,
2020,Italy,19,3.972463647,0.93,4.554067623,3.073453608,2.196991217,,,
2021,Italy,19,3.918851229,0.929,4.584795694,3.039902925,2.179558333,,,
2022,Italy,19,3.918440778,0.935,4.566808661,3.078685296,2.198190777,,,
1990,Japan,20,2.202972304,0.732,4.521321051,2.969073526,1.91839212,,,
1991,Japan,20,2.241268589,0.732,4.534641809,2.946551687,1.985130862,,,
1992,Japan,20,2.131402111,0.732,4.536907758,2.943102657,2.028148247,,,
1993,Japan,20,2.187843422,0.735,4.533617271,2.938877682,2.050270164,,,
1994,Japan,20,1.978326123,0.735,4.537161869,2.921053623,2.021547563,,,
1995,Japan,20,2.124929597,0.753,4.547383418,2.921495073,2.085672091,,,
1996,Japan,20,2.115141591,0.766,4.559769974,2.90418984,2.091864062,,,
1997,Japan,20,2.166270937,0.766,4.562969836,2.90955335,2.068127782,,,
1998,Japan,20,2.160020917,0.766,4.556317339,2.874137735,2.111424588,,,
1999,Japan,20,2.118414916,0.766,4.55417844,2.858376227,2.178155015,,,
2000,Japan,20,2.098612289,0.783,4.565200852,2.81713592,2.183801557,,,
2001,Japan,20,2.071583616,0.794,4.565626839,2.822493991,2.23644529,,,
2002,Japan,20,2.118414916,0.794,4.565317963,2.779696071,2.192770227,,,
2003,Japan,20,2.214912744,0.793,4.571307652,2.813588545,2.255493485,,,
2004,Japan,20,2.196948189,0.802,4.580468213,2.800092057,2.221375038,,,
2005,Japan,20,2.172482137,0.812,4.58795722,2.793079503,2.238579763,,,
2006,Japan,20,2.235471471,0.809,4.593426525,2.779438064,2.271094426,,,
2007,Japan,20,2.208960346,0.807,4.599375153,2.792779695,2.312535424,,,
2008,Japan,20,2.220829921,0.813,4.593851722,2.826626227,2.302585093,,,
2009,Japan,20,2.255616037,0.822,4.568572359,2.859945703,2.440606391,,,
2010,Japan,20,2.302912752,0.823,4.58592681,2.813251551,2.535282857,,,
2011,Japan,20,2.386294361,0.823,4.586787529,2.848384876,2.618125494,,,
2012,Japan,20,2.371180723,0.804,4.593538815,2.919342804,2.590017134,,,
2013,Japan,20,2.439835128,0.788,4.602769591,2.998694865,2.554899022,,,
2014,Japan,20,2.532556868,0.807,4.604657001,3.053546007,2.528125769,,,
2015,Japan,20,2.625311262,0.78,4.61186865,3.046271327,2.528923535,,,
2016,Japan,20,2.615419984,0.781,4.615684031,2.921211302,2.503073954,,,
2017,Japan,20,2.701105101,0.82,4.623675517,2.946123093,2.512035317,,,
2018,Japan,20,2.763017,0.802,4.627107251,2.975045019,2.430978308,,,
2019,Japan,20,2.843719208,0.8,4.627011926,3.009036815,2.289499853,,,
2020,Japan,20,2.940179474,0.79,4.60705561,2.978290608,2.220854295,,,
2021,Japan,20,2.95586048,0.778,4.616415433,2.970228979,2.202068383,,,
2022,Japan,20,2.247779141,0.794,4.587164899,2.946461129,2.150703503,,,
1990,Korea,21,1.076961041,0.69,4.091823416,2.540112113,1.530394705,,,
1991,Korea,21,0.521964199,0.69,4.131978716,2.481612135,1.591273942,,,
1992,Korea,21,0.244977416,0.69,4.153584703,2.500011994,1.713797928,,,
1993,Korea,21,0.223471211,0.728,4.17805907,2.470249486,1.89761986,,,
1994,Korea,21,0.727034324,0.74,4.21218494,2.336332816,1.761300262,,,
1995,Korea,21,0.796027196,0.74,4.247683395,2.298712304,1.451613827,,,
1996,Korea,21,0.05839146,0.746,4.276529586,2.273669079,1.729884066,,,
1997,Korea,21,0.083709268,0.746,4.298461162,2.296807013,1.757857918,,,
1998,Korea,21,0.365121728,0.821,4.272457543,2.317132509,1.865629318,,,
1999,Korea,21,0.201492304,0.821,4.316516751,2.295195648,1.915450942,,,
2000,Korea,21,0.108401881,0.878,4.350554049,2.270789481,1.86252854,,,
2001,Korea,21,0.108401881,0.88,4.367800426,2.259662501,1.853168097,,,
2002,Korea,21,0.108401881,0.882,4.397607385,2.234935649,1.778336449,,,
2003,Korea,21,0.306852819,0.884,4.408814177,2.218826462,1.818076778,,,
2004,Korea,21,0.223471211,0.884,4.429097924,2.199777894,2.098017927,,,
2005,Korea,21,0.326655447,0.887,4.446497091,2.174633286,2.105352923,,,
2006,Korea,21,0.402162999,0.887,4.466497497,2.172341971,2.14710019,,,
2007,Korea,21,0.472367258,0.892,4.488787117,2.174293634,2.113842968,,,
2008,Korea,21,0.489174376,0.883,4.498381414,2.16104598,2.283402274,,,
2009,Korea,21,0.584484556,0.883,4.499575196,2.208269323,2.541601993,,,
2010,Korea,21,0.671495933,0.883,4.52600231,2.125120609,2.64900766,,,
2011,Korea,21,0.698894907,0.879,4.538381425,2.12786288,2.707383312,,,
2012,Korea,21,0.84917711,0.886,4.5464089,2.222008753,2.687847494,,,
2013,Korea,21,1.009950331,0.882,4.557963032,2.283122669,2.681706226,,,
2014,Korea,21,1.364643114,0.883,4.568925102,2.323917092,2.643333886,,,
2015,Korea,21,1.371563556,0.862,4.578666711,2.319874718,2.59076704,,,
2016,Korea,21,1.39877612,0.872,4.589556437,2.304790447,2.730463796,,,
2017,Korea,21,1.494696242,0.893,4.60184594,2.242460633,2.674148649,,,
2018,Korea,21,1.647103242,0.886,4.612409885,2.212083251,2.607861474,,,
