SMILES,SA Score
*CCCCCCCCCCNC(=O)C(CCCCCCCCCCCCCC)C(=O)N*,3.553850336
*CC(*)C(=O)OCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,3.323220724
*Oc1ccc(/C=C/c2ccc(Oc3ccc(/C=N/c4ccc(*)cc4)cc3)cc2)cc1,3.095865834
*Oc1ccc(/C(=C/c2ccc(*)cc2)c2ccncc2)cc1,3.240246547
*Nc1ccc(NC(=O)NCCCCCCNC(*)=O)cc1,2.984864796
*c1ccc(OCCCCCCCCCCOc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,3.23555422
*CCCCCCOC(=O)CCCCCCCCS(=O)(=O)CCCCC(=O)O*,3.301100819
*CCOCCOc1ccc(-c2cc(OCCCCCC)cc(C(=O)Nc3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4)cc3)c2C#N)cc1,3.545487588
*Oc1ccc(OC(=O)c2ccc(CC(*)=O)c(OC)c2)cc1S(=O)(=O)c1ccc(C)cc1,3.045817715
*CC(F)(F)C(F)(F)COC(=O)CCCS(=O)(=O)Cc1ccc(Cc2ccc(C(=O)O*)cc2)cc1,3.363926497
*Cc1cccc(CCC[Ge](*)(CCCC)c2ccccc2)c1,4.092195991
*Oc1ccc(/C=N/c2ccc(*)cc2)cc1,3.590369565
*CCCC[N+](C)(C)CCCOC(=O)c1ccc(OCCCCCCCCOc2ccc(C(=O)OC(=O)COc3ccc(C(C)(C)c4ccc(C(C)(C)c5ccc(O*)cc5)cc4)cc3)c3ccccc23)cc1,4.14197031
*CC(CC)(CCl)COC(=O)CC(C(=O)O*)C(=O)OCCCC,4.51927233
*CC(*)c1ccc(C(CC)CC)cc1,3.985603169
*CC(*)(C)C(=O)OCCC(F)(F)C(F)(F)F,4.493778444
*CC(C(*)(C)O)C(F)(F)F,5.606964677
*CCCOCCCSO*,4.67495716
*CC(*)C(Cl)C(=O)OCCCN(CC)Oc1ccc(Br)cc1,4.492997774
*/C(=C(\c1ccccc1)c1ccc(*)cc1)c1ccc(C)cc1,2.972350962
*Oc1ccc(/C=C/C=C/c2ccc(OC(=O)CN3C(=O)c4ccc(C(*)=O)cc4C3=O)cc2)cc1,3.224165254
*CC(*)CN(c1ccccc1)c1ccccc1,3.493587728
*C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1C#N,3.357335572
*c1ccc(-c2cc(CCCCCC)c(*)s2)s1,3.821877869
*CC(*)(C)C(=O)OCC[N+](CC)(CC)CCCN,4.609776938
*C#CC(CCCCCCCCOC(C)=O)CNC(=O)C(CCCCCCCCSC(=O)OC)C(*)C(=O)OC(C)C(=O)OCCCCCCCCCCCC,5.026656505
*CCCC(*)OCC=C,5.631033976
*CC(*)C(=O)OCCCCCCOc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.88778255
*Oc1ccc(Cc2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,2.724699988
*c1ccc(/C=N/c2ccc(N(c3ccccc3)c3ccc(-c4ccc(-c5nc(-c6ccccc6)c(*)s5)s4)s3)cc2)cc1,3.608164716
*/C=C(/*)CC(C)(CC)CC,4.855145391
*Cc1ccc(CN(C)C(=O)CCCCCCCCCCCCCCCCCCCCCCC(=O)N(*)C)cc1,2.935305153
*CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCCCCCC(=O)N*,2.762682784
*NNC(=O)c1ccc(Cc2ccc(C(*)=O)cc2)nc1,3.163858484
*CCCCCOc1ccc(C(=O)Oc2ccc(OCC#Cc3cc(OCCCCCCCCCCCCCCCC)c(O*)cc3OCCCCCC)cc2)cc1,3.559808918
*CC(*)c1cc(C#N)cc(C(=O)C(C)C)c1,4.242308114
*CC(O)COc1ccc(OC(=O)c2ccc(O*)cc2)cc1,3.353119767
*Oc1ccc(/C(C)=N/c2ccc(OC(=O)OC(C)COC(*)=O)cc2)cc1,3.816475704
*CC(*)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)F,4.426449559
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC(C)CCC(F)(F)C(F)(F)C(F)(F)COc1ccc(C(*)=O)cc1,5.02283618
*/C=C(/*)CCCCCCCCCCCCCCCCCCCCCCCCCCS(=O)(=O)O,2.844149258
*CCOCCN(*)C(=O)c1ccc(Br)cc1,3.550148742
*C#CCCCCC(=O)NCCCCCCN*,3.541200041
*CC(CCCC)C1C(=O)N(c2ccc(C)cc2)C(=O)C1*,4.291197961
*c1cccc(P(=O)(c2cccc(C(F)(F)F)c2)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)n2)c1,4.411546655
*NC1=CC=C(c2ccc(/C=C/c3ccc([N+](=O)[O-])cc3)cc2)/C=C/C=C/C2=CC=C(C=C3C(C)(C#N)CCCCCC13C)/C=C/c1ccc(*)c(CCCCCC)c12,6.413537729
*C(=O)Nc1ccc(C2(c3ccc(NC(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3)C(=O)C2NC(=O)Nc2ccccc2)cc1,4.0781644
*CCOCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,3.107132199
*CCCCCCOC(=O)CCCCCCCCCCCCCCC(=O)O*,3.00401241
*/C=C(/*)c1ccccc1CC,3.623982121
*CCCCCCOC(=O)CCCCCCCCCCCCCCCCC(=O)O*,2.942760569
*Oc1cccc(OC(=O)c2ccc(/C=N/c3ccc(OCCCCOc4ccc(C(*)=O)cc4)cc3OCCOCCOCCCCCCCC)cc2)c1,3.49335422
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CN(CC)C(=O)CCCOC(=O)c1ccc(-c2cc(-c3ccc(OCCC(C)CC)cc3)cc(C(=O)SO)c2*)c(OCCOC)c1,4.71982205
*CC1C=CC(COC2CCC(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)C2)CC1,4.736868793
*c1ccc(*)c(-c2ccccc2)n1,3.626941355
*Oc1ccc(/C=C2\CC/C(=C\c3ccc(Oc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)C2=O)cc1,3.179967156
*Oc1ccc(C(=O)CNc2ccc(Cc3ccc(NC(=O)CCCCC(*)=O)cc3)cc2)cc1,2.880915909
*CC(*)C(=O)OCCCOC(=O)C(Cc1ccccc1)C(C#N)C#N,4.229418534
*Oc1ccc(/C=C2\CCC/C(=C\c3ccc(OC(=O)CCCCC(*)=O)cc3)CC2)cc1,3.38553141
*Cc1ccc(SCCCCCCCCCCCCCCCC)cc1-c1ccc(-c2ccc(/N=C/c3ccc(*)s3)s2)s1,3.782806875
*CC(*)C(=O)SCCCCCCCCCCCCCC,3.687474723
*c1ccc(-c2c(C)cc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,3.767694309
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(/N=N/c2ccc(OC)cc2)c(O)c1,3.669132579
*c1ccc(*)n1N,5.675246792
*Oc1ccccc1C(=O)OCCOC(=O)c1ccccc1COc1ccc(C(C)(CC)c2ccc(C(NC(*)=O)c3ccccc3)cc2)cc1,3.988268022
*CCCNC(=O)CCCCC(=O)N*,3.571298222
*CCOC(=O)c1ccc(C(C)(C)C)cc1OC(=O)c1ccc(C(=O)O*)cc1,3.067380988
*CC(*)C(=O)NC(CC)CC,4.575437684
*NC(C)C(=O)OCCCCCCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,3.455215583
*CC(*)(C)C(=O)OCCCCCCOCCCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,3.69667136
*CCOCCOC(=O)CCCCCCCCCCCCC(=O)O*,3.162453836
*c1ccc(Oc2ccc(C(=O)c3ccccc3)c(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)cc1,3.442368869
*c1ccc(*)cc1,5.441087351
*CCCCCCCNC(=O)c1ccc(C(=O)N*)c(Sc2ccccc2)c1,3.037643314
*N=P(*)(Oc1ccc(C(C)(C)C)cc1)c1ccc(Br)cc1,3.740391043
*CC(*)C(=O)Oc1cccc(OC)c1,3.738030561
*CCCCC(C)CNC(=O)CCCCCCCCC(=O)N*,3.685803902
*NCc1ccc(C(N)=NNC(=O)CCCCS(=O)(=O)CCCCC(*)=S)cc1,3.474264152
*CC(*)(C)C(=O)OCC[N+](C)(CCCC)OCCCC,4.94801261
*/C=C/C1CC(*)C2C(=O)N(CCCCCCCCCCCCCC)C(=O)C12,4.45992239
*CCCCCCCCC(=O)NNCCNC(=O)CCCCCCS*,3.396582504
*C#Cc1cc(OCC(CC)CCCC)c(*)s1,4.494224343
*c1ccc(C(c2ccc(C(F)(F)F)cc2)c2ccc(S(*)(=O)=O)cc2C)c(C)c1,3.750086505
*N=P(*)(OCCOCCOC)OCCOCCOCCOCCOCCOC,3.822043798
*CCCCCCCCCCCC[N+](*)(C)CCCCC,3.898691933
*CCOc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C(=O)OC(=O)c4cccc(C(=O)OC(=O)c5ccc(O*)cc5)c4)cc3)cc2)cc1,3.074311784
*CCCCOC(=O)C(C)(C)C(=O)O*,4.135862113
*c1ccc(Oc2ccc(C(=O)c3ccc4cc(c3=O)N4C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2)cc1,4.154517349
*OP(=O)(OCCCCCCCCCCCCOC(=O)c1ccc(OCCc2ccc(C(C)(CC)c3ccc(S(=O)(=O)O*)cc3)cc2)cc1)c1ccccc1,4.290112138
*CCC#CCCCCCCCCCCCCCCOC(=O)C(=O)O*,3.411643003
*SC(=O)CNCCOC(=O)c1ccc(/N=C/c2ccc(C=*)cc2OCCCC)cc1,3.415245259
*CCN(CCOC(=O)NCCCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,3.455913224
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC(Oc1c(C)cc(-c2cc(C)c(*)s2)cc1-c1ccc(C)cc1)c1ccccc1,4.547299688
*CCCCOC(=O)CCCCCCCCCCCCCCC(=O)O*,3.081911818
*/C=C(/*)CCCCCS(=O)(=O)CCCCC,3.636281298
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CC(C)CC(C)(C)C2=O)cc1,4.306026056
*NC(CCCCNC(*)=O)C(=O)OCCCCCC,3.745299985
*CC(CCCCCCCCCCCCCCS(=O)(=O)CCCCC)C(=*)CC,3.697376539
*CC(*)(CC)C(=O)OC,5.183508438
*CC(*)(C)C(=O)OCCCCCCCCOc1ccc(C(=O)Oc2ccc(C3CCC(F)(F)C(F)(F)C(F)(F)C3(F)F)cc2)cc1,4.474667754
*CCCCCCCCC(=O)NCCCCC(=O)NCCCCCNC(=O)CCCCO*,2.976950763
*C(*)(C)CCC(F)(C(F)(F)F)C(F)(F)F,4.169778435
*CC(*)OCCCCCCCCCCCCOC(=O)c1ccc(CCCCCC)cc1,3.302555449
*OC(=O)CCC(C)C(O)C(*)Cl,5.360596941
*=CC(=*)CCOC(=O)c1ccc(Cl)cc1,3.215320154
*CCCCCCCCCOC(=O)c1ccccc1C(*)=O,3.001252389
*CC(*)(C)C(=O)Oc1cccc(C(=O)OC)c1,3.621494458
*Nc1cc(NC(=O)c2ccc(C(*)=O)c(-c3ccccc3)c2)cc(C(=O)OCCN(CC)c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)c1,3.458112469
*CC(*)(C)C(=O)OCCOc1ccc(OC(=O)c2ccc(OCC)cc2)cc1,3.226532095
*[Si](*)(CCC)CCCC,4.416066408
*CC(*)c1ccc(Cl)cc1-c1cc(C)ccc1OC(C)C,3.584919505
*Oc1ccc(OC(=O)c2ccc(OCCc3ccc(OC(*)=O)c(OC)c3)cc2)cc1COC,2.988775601
*c1ccc(Nc2ccc(Nc3ccc(-c4ccc(N=*)cc4)cc3)cc2)cc1,2.744445438
*/C=C(/*)C(C)CC,5.638743709
*Nc1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(NC(=O)c4cc(C(*)=O)c(C(F)(F)F)c(F)c4F)c(F)c3F)cc2)cc1,3.684272432
*Oc1cc(OC)c(OC(=O)c2cccc(C(*)=O)c2)cc1Cc1ccccc1,2.904837529
*CCN(CCOC(=O)C(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1)COc1ccc(-c2cccc(C(=O)OC)c2)cc1,3.305212657
*CCCCCCOC(=O)OCCCCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,3.460018542
*Nc1ccc(C)c(NC(=O)c2ccc(C(*)=O)cc2OCCCCCCCCCCCCCC)c1,2.940473852
*/C=C(\C#N)C(=O)OCCCCCCCCCCCCOC(=O)NCCCCCCNC(=O)O*,3.283749028
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCN(C)c3ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,3.361833967
*CC(CC)(CC)COC(=O)c1ccc(C(=O)O*)cc1,3.33507439
*CCOCCOCCOCCOCO*,3.890504997
*C(=O)Nc1ccc(C2(c3ccc4cc(c3=O)N4C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)C=C2)cc1,4.406667924
*CC#CC#C[Si](*)(c1ccccc1)c1ccccc1,3.730335424
*CCCCN(C)C(=O)CCCCCCCCCCCCCCCCCCCCCCC(=O)N(*)C,2.962137166
*CCCCCCCCCCCCCCCOC(=O)c1ccc(/C=C/c2ccc(C(=O)O*)cc2C)cc1,3.084232227
*CCCCCCCCOC(=O)C/C(=C/C(=O)O*)c1ccc(/N=N/c2ccc(OCCCCCCCC)cc2)cc1,3.457337383
*NCCCCCCCCCCNC(=O)CCCCCCCCC(=O)NCc1ccc(CS*)cc1,2.992474565
*CCOC(=O)c1ccc(/N=N/c2ccc(C(=O)O*)cc2)cc1,3.213877148
*CC(*)C(=O)Oc1ccccc1COC(C)C,3.831924148
*CCN(*)C(=O)C(CCC)C(C)C,4.702495195
*N=P(*)(Oc1ccc(CCCC)cc1)Oc1ccc(OC(C)=O)cc1,3.474959536
*c1ccc(*)n1CCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.070218198
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OCCCCCCCCCC)cc1,3.597073785
*C(C)C(*)Cl,6.516828617
*CCCCCCCCCCOc1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(O*)cc3)c2)cc1,2.902846456
*CC(*)c1ccc(C(=O)c2ccc(CCCCCC)cc2)cc1,3.168969585
*Cc1ccc(CN(C)C(=O)CCCCC(=O)N(*)CCC)c(C)c1,3.342989471
*CCN(*)C(=O)C(CC)(CC)CCC,4.392697616
*C[N+](C)(Oc1ccc(C(C)(C)C)cc1)[Si](C)(C)c1ccc([SiH](*)c2ccccc2)cc1,4.728241172
*c1ccc(Oc2ccc(C(=O)c3ccc(Sc4ccc(S(*)(=O)=O)cc4)cc3)cc2)cc1,2.962769523
*CC(*)c1ccc(COCCC(F)(F)C(F)(F)C(F)(F)C(F)F)cc1,4.053243873
*Oc1ccc(Oc2ccc(C(=O)Nc3ccc(Oc4ccc(S(=O)(=O)c5ccc(NC(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)c(C(C)(C)C)c1,3.216107574
*CC(*)(C)C(=O)NCCc1ccccc1,3.528712735
*CC(*)(C)C(=O)OCCCCCCCCCCCCOc1ccc(OC(=O)c2ccc(OCCCC)cc2)cc1,3.370016536
*Nc1ccc(C)c(NC(=O)CCCCC(=O)Nc2ccc(*)cc2)c1,2.943197245
*CC(O)COc1ccc(C(C)(C)c2ccc(OC)cc2)c(O*)c1,3.640660662
*Oc1cccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)c1,2.845848197
*CC(*)(C)C(=O)OCCOC(C)(C)C,4.41377708
*OC(C)C(C)OC(=O)c1ccc(C(C)(C)c2cccc(C(*)=O)c2)cc1,3.907594591
*c1ccc(-c2ccc(S(=O)(=O)c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,3.276303954
*CC(*)(C)C(=O)OCCCCCCCCCCCCCCCCCCCc1cc(OC(=O)c2ccc(OCCCCCCCC)cc2)ccc1OC(=O)c1ccc(OCCCCCC)cc1,3.970003386
*/C=C(\C#N)[Si](C)(C)C[Si](*)(C)C,5.540965712
*Oc1ccc(CCOc2ccc(C(=O)OCCOC(=O)c3ccc(O*)cc3)cc2)cc1,2.79945141
*Oc1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)c(C(=O)OC(C)(C)C)c1,3.078128511
*CCc1ccc(C(C)(C)c2ccc(C(=O)NNC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,2.902854423
*CC1CC1CCNC(=O)C1CCC1C(=O)N*,4.976873586
*Cc1ccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)c(C)c1,2.832793403
*/C=C(/*)SO,7.135558241
*c1cc(-c2nc3ccccc3o2)c(*)cc1O,3.619691444
*CC(CO)(CO*)C(=O)O,5.422112748
*CCCCSC(=O)CCCCCCCCC(=O)N(*)c1ccccc1,3.350467327
*Nc1ccc([Si](*)(C)C)cc1,4.147464158
*CCC(=O)NCc1cc(=O)n(*)c(-c2ccccc2)n1,3.281053268
*C(C)C(*)NC(=O)c1cccc(Cl)c1,3.910722548
*c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,3.951562114
*Nc1ccccc1CNC(=O)CCCCC(*)=O,3.14843443
*CCOC(=O)c1ccc(/N=C/c2ccc(C(=O)O*)cc2)cc1,3.123636876
*CCCC(*)OC,6.081165247
*OC1CCOC(*)O1,6.215192206
*CCOC(=O)c1ccc(C(=O)O*)c(OCCC)c1,3.242728663
*C#Cc1cc(-c2ccc(CCCCCCCCC)cc2)cc(*)c1OCCCCCCCCCCCCCC,3.178635136
*Oc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)c(NC(=O)Nc2ccc(OCCOc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)c1,3.463292139
*CCCCCCc1nnc(*)n1CCCCCCC,3.465063974
*Oc1ccc(C(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cn1,3.017686246
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1CC,2.983819302
*C1=CC=C(c2ccc(*)cc2)N2CC1=NS2,5.601824112
*Oc1ccc(C(=O)c2ccc(NC(=O)c3ccc(C(=O)c4ccc(C(=O)c5ccc(*)cc5)cc4)c(C(=O)O)c3)cc2C(=O)O)c(Br)c1,3.320107171
*CCOC(=O)c1ccc(NC(=O)O*)cc1,3.200456762
*NC1CCN(SC(=O)CCCCCCCCCC(=O)NCCC(*)=O)C1=O,4.19808103
*OCCOc1c(CC)cccc1C(=O)Oc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,3.164152708
*c1cc(CCCCCCCOc2ccc(-c3ccc(OCCCCCCCCCC)cc3)cc2)c(*)s1,2.971267776
*c1ccc(C(C#CC)(C#C[Si](*)(c2ccccc2)c2ccc([N+](=O)[O-])cc2)CCCC)cc1,4.643673503
*O[Si](*)(CCCCC)CCCCCCCCCCCCCC,3.543658541
*Nc1ccc(-c2ccc(NC(=O)c3cc(NC(=O)CCN4C(=O)c5ccccc5C4=O)cc(C(*)=O)c3)cc2)cc1,2.943721417
*Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,2.857533015
*CC(*)(C)C(=O)O[N+](=O)[O-],5.492175202
*/C=C/C(=O)c1ccc(-c2ccc(*)cc2)cc1,3.249591897
*/C=C/c1ccc(*)c2ccc(CCCCCCCCCCCCCCCC)cc12,3.148135571
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(OC(=O)c5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,2.935921506
*c1ccc(Cc2ccc(Sc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2)cc1,3.369105198
*CC(CCCCCCCCCCCCC)O*,3.618723022
*Oc1ccc(/C=C/C=C/Nc2ccc(OC3(*)CCCC3)cc2)cc1,3.575423012
*CCCCCCCCCCCCNC(=O)CCc1ccc(CC(=O)N*)cc1,2.907064551
*/C=C(/*)CS(N)=O,6.86722294
*CCCCCCCCOc1ccc(C(=O)OCCCCCCOc2ccc(O*)cc2)cc1,2.84821326
*Oc1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(NC(=O)c5cccc(NC(=O)c6ccc(*)cc6)c5)cc4)cc3)cc2)cc1,2.898457286
*Nc1cc(C)c(Cc2ccc(NC(=O)CCCC(*)=O)cc2Cl)cc1C,3.160927001
*CCCCCCCCCCOc1ccc(C(=O)NCc2ccc(Cc3ccc(NC(*)=O)cc3)cc2)cc1,2.822221169
*CC#Cc1ccc(*)c(Br)c1,4.56287303
*CCCCC(C)(C)CC(=O)N*,4.39063794
*Oc1ccc(C(=O)OCCCCCCCCCCOC(=O)c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,3.023906656
*c1ccc(Oc2ccc(-c3csc4cc(-c5ccc6nc(*)cc(-c7ccccc7)c6c5)cc-4c3OC)c(C(F)(F)F)c2)cc1,3.558352791
*Oc1ccc(C(C)(C)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(CC)c4)cc3CCCCCCC)cc2CCCCCC)cc1,3.701792457
*c1ccc(Sc2ccc(Sc3ccc(N4C=Cc5ccc(c(=O)c6cc(-c7ccc8c(c7)C(=O)N(*)C8=O)ccc56)C4=O)cc3)cc2)cc1,4.518547755
*CC(*)(C)C(=O)OCc1ccccc1OCCCC,3.5246653
*CCCC(=O)NCCCCCNC(=O)CCCCCO*,3.165717898
*c1ccc(-c2ccc(*)s2)o1,4.600532964
*C(=O)C(C)(CC)C(=*)OCCO,4.880857506
*CC(*)(C)C(=O)OCCOc1ccc(C(=O)Oc2ccc(/C=C/c3ccc([N+](=O)[O-])cc3)cc2)cc1,3.411296317
*O[Si](*)(C)CCCOCCOCCOCCCCCCOc1ccc(/C=C2\CCCC/C(=C\c3ccc([N+](=O)[O-])cc3)C2=O)cc1,3.950905257
*CC(C)(CCCC)O*,5.130670662
*CCCCCCOC(=O)c1ccc(C(=O)NCCCNC(=O)c2ccc(C(=O)/C=C/C(=O)O*)cc2)cc1,3.052863426
*NNC(=O)c1ccc(C(=O)NNC(=O)CCCCCCCCC(=O)Nc2ccc(C(*)=O)cc2)cc1,2.894316619
*CCCCCCCCOC(=O)CCCC(=O)O*,3.358433559
*/C=C/c1ccc(/C=C(\C)c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,3.41313714
*CC(*)(CC(=O)OCCCCCCCCCCCC)C(=O)OC1CCCC1,3.62534528
*Oc1ccc(NC(=O)c2ccc(NC(=O)Nc3ccc(Cc4ccc(NC(=O)Nc5ccc(C(=O)Nc6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,2.82753492
*COC1CCC(COC(=O)CCCCCCCCCCC(=O)O*)CC1,3.265234054
*OC(=O)Nc1ccc(Cc2ccc(NC(=O)OCC(C)(C)COC(*)=O)cc2)cc1,3.116967389
*NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc(C(*)=O)cc2)cc1,2.715833651
*N=P(*)(OCCCCCC)N1CCCC1,4.280202315
*Nc1ccc(-c2ccc(NC(=O)c3cc(NC(=O)c4ccccc4)cc(C(*)=O)c3)cc2)cc1,2.680455447
*CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)OCCOc2ccc(C(=O)OCCCCCOc3ccc(-c4cc(C)c(O*)c(OCCCCCCCCCCCC)c4)cc3CCCCCCCC)cc2CCCCC)c1,4.24376152
*N=P(*)(OC)OCCOCCOc1ccc(-c2ccccc2)cc1,3.434911999
*CC(*)c1ccc(COCCCCCCC)cc1,3.442931502
*CCOC(=O)NCCOCCOCCOCCOCCOCCCCNS(*)(=O)=O,3.434664718
*CCCCCCCCCCCCCCCCCCCNC(=O)CCCCCC(=O)N*,2.84452663
*c1cc(CCCCCCc2ccccc2)c(*)s1,3.15950209
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC(*)=O)cc2)C(=O)OCC=C)cc1,3.545372707
*CCCCCCCCCCCCCCCCOc1ccc(-c2ccc(O*)cc2)cc1,2.679319692
*CCOCCOCCOCCCCOC(=O)CCCCCCC(=O)O*,3.280626661
*CC(*)OCC(C)CC,5.449546134
*O[Si](C)(C)C[As]([2H])(C)C(*)([2H])F,7.24529449
*CC(COc1ccc(/C=N/c2ccccc2)cc1)O*,3.573528532
*CC(*)(CC(=O)OCCCCCCCCCC)C(=O)OCCCCCCCCCC[N+](C)(C)C,3.79468232
*CCOCCOc1ccc(/C=C/c2ccc(O*)cc2)cc1,3.032562505
*CCCCCCNC(=O)C1=CC=C2C=C(N1)C2(C)CC(C)(C)c1ccc(C(=O)S*)cc1,5.230886757
*CC(*)C(=O)OCCOc1ccc(C(=O)Oc2ccc([N+](=O)[O-])cc2)cc1,3.306637243
*CC(CCl)(CCl)COC(=O)CCCCSC(=O)O*,4.23447477
*c1ccc2c(c1)N2C(=O)c1ccc(Oc2ccc3c(c2)C(=O)N(*)C3=O)cc1C(C)(C)C,3.939776069
*c1ccc(/C=C/c2ccc(/C=C/C(=O)[N-]C3=CC=C(OCCCCCOC(=O)CCCCC(=O)Nc4ccc(C(=O)OCC5CCC(*)N5)cc4)C3=O)cc2)s1,4.980991643
*Oc1ccc(NC(=O)C(CC(*)=O)c2ccc(Br)cc2)c(C)c1C,3.62172761
*NNC(=O)CCC(*)=O,4.598489485
*/C=C/C(C)C(*)C(Cl)Cl,6.296339412
*C(C)C(*)N1CCC1,5.3267163
*N=P(*)(Oc1ccc(Cl)c(Br)c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.269687874
*OC(=O)CCCCCCCCC(=O)OCCOC(*)=O,3.259791896
*Nc1ccc(*)cc1CCCC,4.023297442
*c1ccc2c(c1)C(=O)N(c1ccc(NC(=O)c3ccc(C(=O)Nc4ccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)c(C(F)(F)F)c3)cc1C(F)(F)F)C2=O,4.000084787
*CC(*)C(=O)N(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.703255475
*Sc1cc(OCCN(C)[Si](*)(=O)=O)ccc1C,4.082273118
*C(=O)C1CCC(*)C1,5.752105514
*Cc1ccc(CNC(=O)CCCCCCCCCCCCC(=O)S*)cc1,2.977734468
*Oc1ccc(C(=O)CN2CCN(*)CC2)cc1,3.32124167
*Oc1ccc(C(C)(c2ccccc2)c2ccc(*)cc2)cc1,3.590518368
